symbol	category	provider_object	provider_candidate_count	pc_status
receiveMsgTake__9LiveActorFP9HitSensorP9HitSensor	HitSensor	Game/AreaObj/CollisionArea.o	1	PC Game source absent
receiveMsgTaken__9LiveActorFP9HitSensorP9HitSensor	HitSensor	Game/AreaObj/CollisionArea.o	1	PC Game source absent
receiveMsgThrow__9LiveActorFP9HitSensorP9HitSensor	HitSensor	Game/AreaObj/CollisionArea.o	1	PC Game source absent
receiveOtherMsg__9LiveActorFUlP9HitSensorP9HitSensor	HitSensor	Game/AreaObj/CollisionArea.o	1	PC Game source absent
reflectBckCtrlData__2MRFP9LiveActorRC11BckCtrlData	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
registerEffectWithoutSRT__12EffectKeeperFPCcPCc	effects/audio	Game/LiveActor/EffectKeeper.o	1	PC Game source absent
registerEffect__12EffectKeeperFPCcPA4_fPCQ29JGeometry8TVec3<f>PCcPCc	effects/audio	Game/LiveActor/EffectKeeper.o	1	PC Game source absent
registerEffect__12EffectKeeperFPCcPA4_fPCcPCc	effects/audio	Game/LiveActor/EffectKeeper.o	1	PC Game source absent
registerEffect__12EffectKeeperFPCcPCQ29JGeometry8TVec3<f>PCQ29JGeometry8TVec3<f>PCQ29JGeometry8TVec3<f>PCc	effects/audio	Game/LiveActor/EffectKeeper.o	1	PC Game source absent
releaseAnimFrame__2MRFP9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
removeAllClingingKarikari__2MRFv	other Game/runtime provider	Game/Enemy/KarikariDirector.o	1	PC Game source absent
removeAnimation__16JAUSoundAnimatorFv	effects/audio	JSystem/JAudio2/JAUSoundAnimator.o	1	PC JSystem/Aurora provider requires API audit
requestMovementOn__2MRFP9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/ObjUtil.o	1	PC Game source divergent, included
requestOneUp__2MRFv	other Game/runtime provider	Game/Util/ScreenUtil.o	1	PC Game source divergent, included
requestPointLight__2MRFPC9LiveActorQ29JGeometry8TVec3<f>6Color8fl	J3D/model/animation	Game/Util/LightUtil.o	1	PC Game source divergent, included
requestPowerUpHPMeter__2MRFv	other Game/runtime provider	Game/Util/ScreenUtil.o	1	PC Game source divergent, included
requestStartGameOverDemo__2MRFv	other Game/runtime provider	Game/Util/SequenceUtil.o	1	PC Game source byte-identical, excluded
resetMtxLoadCache__11J3DShapeMtxFv	J3D/model/animation	JSystem/J3DGraphBase/J3DShapeMtx.o	1	PC JSystem/Aurora provider requires API audit
rotAxisVecRad__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>PQ29JGeometry8TVec3<f>f	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
sAtanTable__5JMath	J3D/model/animation	JSystem/J3DGraphAnimator/J3DMtxBuffer.o	1	PC JSystem/Aurora provider requires API audit
sEnvelopeFlag__8J3DShape	J3D/model/animation	JSystem/J3DGraphBase/J3DShape.o	1	PC JSystem/Aurora provider requires API audit
sInstance__Q213NrvMarioActor17MarioActorNrvWait	other Game/runtime provider	Game/Camera/CamHeliEffector.o	1	PC Game source absent
sInstance__Q213NrvMarioActor19MarioActorNrvNoRush	other Game/runtime provider	Game/Camera/CamHeliEffector.o	1	PC Game source absent
sInstance__Q213NrvMarioActor21MarioActorNrvGameOver	other Game/runtime provider	Game/Camera/CamHeliEffector.o	1	PC Game source absent
sInstance__Q213NrvMarioActor21MarioActorNrvTimeWait	other Game/runtime provider	Game/Camera/CamHeliEffector.o	1	PC Game source absent
sInstance__Q213NrvMarioActor25MarioActorNrvGameOverFire	other Game/runtime provider	Game/Camera/CamHeliEffector.o	1	PC Game source absent
sInstance__Q213NrvMarioActor25MarioActorNrvGameOverSink	other Game/runtime provider	Game/Camera/CamHeliEffector.o	1	PC Game source absent
sInstance__Q213NrvMarioActor26MarioActorNrvGameOverAbyss	other Game/runtime provider	Game/Camera/CamHeliEffector.o	1	PC Game source absent
sInstance__Q213NrvMarioActor27MarioActorNrvGameOverAbyss2	other Game/runtime provider	Game/Camera/CamHeliEffector.o	1	PC Game source absent
sInstance__Q213NrvMarioActor28MarioActorNrvGameOverNonStop	other Game/runtime provider	Game/Camera/CamHeliEffector.o	1	PC Game source absent
sInstance__Q213NrvMarioActor30MarioActorNrvGameOverBlackHole	other Game/runtime provider	Game/Camera/CamHeliEffector.o	1	PC Game source absent
sLODFlag__11J3DShapeMtx	J3D/model/animation	JSystem/J3DGraphBase/J3DShapeMtx.o	1	PC JSystem/Aurora provider requires API audit
sManager__8JUTVideo	other Game/runtime provider	JSystem/JUtility/JUTVideo.o	1	PC JSystem/Aurora provider requires API audit
sMutex__Q22MR14MutexHolder<0>	J3D/model/animation	Game/LiveActor/ModelManager.o	1	PC Game source absent
sOldVcdVatCmd__8J3DShape	J3D/model/animation	JSystem/J3DGraphBase/J3DShape.o	1	PC JSystem/Aurora provider requires API audit
sSinCosTable__5JMath	J3D/model/animation	JSystem/J3DGraphAnimator/J3DMtxBuffer.o	1	PC JSystem/Aurora provider requires API audit
sTexGenBlock__17J3DDifferedTexMtx	J3D/model/animation	JSystem/J3DGraphBase/J3DShapeMtx.o	1	PC JSystem/Aurora provider requires API audit
sTexMtxObj__17J3DDifferedTexMtx	J3D/model/animation	JSystem/J3DGraphBase/J3DShapeMtx.o	1	PC JSystem/Aurora provider requires API audit
scale__Q29JGeometry8TVec3<f>Ff	J3D/model/animation	Game/AreaObj/CameraRepulsiveArea.o	1	PC Game source absent
search__13HashSortTableFPCcPCcPUl	other Game/runtime provider	Game/Util/HashUtil.o	1	PC Game source absent
search__13HashSortTableFPCcPUl	other Game/runtime provider	Game/Util/HashUtil.o	1	PC Game source absent
sendArbitraryMsg__2MRFUlP9HitSensorP9HitSensor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
sendMsgPlayerPunch__2MRFP9HitSensorP9HitSensor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
sendMsgPush__2MRFP9HitSensorP9HitSensor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
sendPoint__6TDDrawFRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
set<f>__Q29JGeometry8TVec2<f>Fff_v	effects/audio	Game/Effect/MultiEmitterAccess.o	1	PC Game source absent
set<f>__Q29JGeometry8TVec3<f>FRCQ29JGeometry8TVec3<f>_v	J3D/model/animation	Game/AreaObj/AreaForm.o	1	PC Game source byte-identical, included
set<f>__Q29JGeometry8TVec3<f>Ffff_v	J3D/model/animation	Game/Animation/AnmPlayer.o	1	PC Game source absent
setArrayAndBindPipeline__8J3DShapeCFv	J3D/model/animation	JSystem/J3DGraphBase/J3DShape.o	1	PC JSystem/Aurora provider requires API audit
setBaseMtx__13FixedPositionFPA4_f	other Game/runtime provider	Game/Util/FixedPosition.o	1	PC Game source byte-identical, excluded
setBaseTRMtx__2MRFP9LiveActorPA4_f	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
setBaseTRMtx__2MRFP9LiveActorRCQ29JGeometry64TPosition3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>	J3D/model/animation	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
setBckFrame__2MRFPC9LiveActorf	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
setBckRate__2MRFPC9LiveActorf	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
setBeePowerRatio__21GameSceneLayoutHolderFf	other Game/runtime provider	Game/Screen/GameSceneLayoutHolder.o	1	PC Game source absent
setBinderOffsetVec__2MRFP9LiveActorPCQ29JGeometry8TVec3<f>b	Binder/KCL	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
setBrkFrameAndStop__2MRFPC9LiveActorf	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
setBrkFrame__2MRFPC9LiveActorf	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
setBtpFrameAndStop__2MRFPC9LiveActorf	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
setCount__14CollectCounterFl	other Game/runtime provider	Game/MapObj/CollectCounter.o	1	PC Game source absent
setCubeBgmChangeInvalid__2MRFv	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
setDefaultAnimation__12XanimePlayerFPCc	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
setDefaultViewportAndScissor__2MRFv	other Game/runtime provider	Game/Util/DrawUtil.o	1	PC Game source divergent, included
setDrawOrder__12MultiEmitterFl	effects/audio	Game/Effect/MultiEmitter.o	1	PC Game source absent
setEffectHostSRT__2MRFP9LiveActorPCcPCQ29JGeometry8TVec3<f>PCQ29JGeometry8TVec3<f>PCQ29JGeometry8TVec3<f>	effects/audio	Game/Util/EffectUtil.o	1	PC Game source absent
setEffectName__2MRFP9LiveActorPCcPCc	effects/audio	Game/Util/EffectUtil.o	1	PC Game source absent
setGameCameraTargetToPlayer__2MRFv	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
setGlobalEnvColor__12MultiEmitterFUcUcUcl	effects/audio	Game/Effect/MultiEmitterAccess.o	1	PC Game source absent
setGlobalPrmColor__12MultiEmitterFUcUcUcl	effects/audio	Game/Effect/MultiEmitterAccess.o	1	PC Game source absent
setGlobalRotationDegree__12MultiEmitterFRCQ29JGeometry8TVec3<f>l	effects/audio	Game/Effect/MultiEmitter.o	1	PC Game source absent
setGlobalScale__12MultiEmitterFRCQ29JGeometry8TVec3<f>l	effects/audio	Game/Effect/MultiEmitterAccess.o	1	PC Game source absent
setGlobalTranslation__12MultiEmitterFRCQ29JGeometry8TVec3<f>l	effects/audio	Game/Effect/MultiEmitterAccess.o	1	PC Game source absent
setInvalidateTimer__11WarpCubeMgrFP7AreaObjUs	other Game/runtime provider	Game/AreaObj/WarpCube.o	1	PC Game source absent
setLength__Q29JGeometry8TVec3<f>Ff	Binder/KCL	Game/AreaObj/CollisionArea.o	1	PC Game source absent
setLifeCount__21GameSceneLayoutHolderFUl	other Game/runtime provider	Game/Screen/GameSceneLayoutHolder.o	1	PC Game source absent
setMapSondCodeGravity__2MRFPC9LiveActorl	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
setMarioShadowTex__2MRFPC10JUTTexture	other Game/runtime provider	Game/Util/DrawUtil.o	1	PC Game source divergent, included
setMarioShadowVec__2MRFRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/DrawUtil.o	1	PC Game source divergent, included
setModel__12XanimePlayerFP8J3DModel	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
setMtxTrans__2MRFPA4_ffff	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
setNan__2MRFRQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
setNerve__9LiveActorFPC5Nerve	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
setOn__7IceStepFUlRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/MapObj/IceStep.o	1	PC Game source absent
setOxygenRatio__21GameSceneLayoutHolderFf	other Game/runtime provider	Game/Screen/GameSceneLayoutHolder.o	1	PC Game source absent
setProgrammableCameraParam__2MRFPCcRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>b	J3D/model/animation	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
setRate__12MultiEmitterFfl	effects/audio	Game/Effect/MultiEmitterAccess.o	1	PC Game source absent
setSeVersion__2MRFPC9LiveActorUl	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
setShadowDropDirection__2MRFP9LiveActorPCcRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/ActorShadowUtil.o	1	PC Game source byte-identical, excluded
setShadowDropLength__2MRFP9LiveActorPCcf	LiveActor/NameObj/Nerve ABI	Game/Util/ActorShadowUtil.o	1	PC Game source byte-identical, excluded
setShadowVolumeEndDropOffset__2MRFP9LiveActorPCcf	LiveActor/NameObj/Nerve ABI	Game/Util/ActorShadowUtil.o	1	PC Game source byte-identical, excluded
setStageBGMStateBit__2MRFUl	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
setTexture__9FootPrintFP7ResTIMG	other Game/runtime provider	Game/Util/FootPrint.o	1	PC Game source absent
setTriangleFilter__6BinderFP18TriangleFilterBase	Binder/KCL	Game/LiveActor/Binder.o	1	PC Game source absent
setType__9HitSensorFUl	HitSensor	Game/LiveActor/HitSensor.o	1	PC Game source divergent, included
setViewMtx__6TDDrawFPA4_f	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
setXDir__Q29JGeometry64TRotation3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>FRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Boss/SkeletalFishGuard.o	1	PC Game source absent
setYDir__Q29JGeometry64TRotation3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>FRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Boss/SkeletalFishGuard.o	1	PC Game source absent
setZDir__Q29JGeometry64TRotation3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>FRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Boss/SkeletalFishGuard.o	1	PC Game source absent
set__6Color8FUcUcUcUc	effects/audio	Game/Effect/MultiEmitterAccess.o	1	PC Game source absent
set__Q29JGeometry13SMatrix34C<f>FPA4_Cf	effects/audio	Game/AudioLib/AudSystem.o	1	PC Game source absent
setup__6TDDrawFUlUlUc	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
shakeCameraNormalStrong__2MRFv	other Game/runtime provider	Game/Util/ObjUtil.o	1	PC Game source divergent, included
shakeCameraNormal__2MRFv	other Game/runtime provider	Game/Util/ObjUtil.o	1	PC Game source divergent, included
shakeCameraStrong__2MRFv	other Game/runtime provider	Game/Util/ObjUtil.o	1	PC Game source divergent, included
shakeCameraWeak__2MRFv	other Game/runtime provider	Game/Util/ObjUtil.o	1	PC Game source divergent, included
shareJointTransform__10XanimeCoreFPC10XanimeCore	J3D/model/animation	Game/Animation/XanimeCore.o	1	PC Game source absent
showJointAndChildren__2MRFP8J3DModelPCc	J3D/model/animation	Game/Util/JointUtil.o	1	PC Game source absent
showJoint__2MRFP8J3DJoint	J3D/model/animation	Game/Util/JointUtil.o	1	PC Game source absent
showJoint__2MRFP8J3DModelPCc	J3D/model/animation	Game/Util/JointUtil.o	1	PC Game source absent
showMaterial__2MRFP8J3DModelPCc	J3D/model/animation	Game/Util/ModelUtil.o	1	PC Game source absent
showModel__2MRFP9LiveActor	J3D/model/animation	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
sin__2MRFf	other Game/runtime provider	Game/AreaObj/MercatorTransformCube.o	1	PC Game source absent
skip__17AudAnmSoundObjectFf	effects/audio	Game/AudioLib/AudAnmSoundObject.o	1	PC Game source absent
sortSmall__2MRFlPfPl	other Game/runtime provider	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
sort__13HashSortTableFv	other Game/runtime provider	Game/Util/HashUtil.o	1	PC Game source absent
sprintf	compiler/MSL runtime	MSL_C/printf.o	1	native compiler/runtime mapping
sqrt<f>__2MRFf_f	other Game/runtime provider	Game/Boss/TripodBossMovableArea.o	1	PC Game source absent
start2PJumpAssistJustSound__2MRFv	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
start2PJumpAssistSound__2MRFv	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
startAnimation__16JAUSoundAnimatorFPC17JAUSoundAnimationbff	effects/audio	JSystem/JAudio2/JAUSoundAnimator.o	1	PC JSystem/Aurora provider requires API audit
startBckWithInterpole__2MRFPC9LiveActorPCcl	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
startBck__2MRFPC9LiveActorPCcPCc	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
startBrk__2MRFPC9LiveActorPCc	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
startBtk__2MRFPC9LiveActorPCc	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
startBtp__2MRFPC9LiveActorPCc	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
startBva__2MRFPC9LiveActorPCc	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
startCSSound__2MRFPCcPCcl	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
startClipped__9LiveActorFv	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
startCurrentStageBGM__2MRFv	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
startEventCamera__10WarpPodMgrFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/MapObj/WarpPod.o	1	PC Game source absent
startEventCamera__11WarpCubeMgrFPC7AreaObj	other Game/runtime provider	Game/AreaObj/WarpCube.o	1	PC Game source absent
startGlobalEventCameraNoTarget__2MRFPCcl	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
startGlobalEventCamera__2MRFPCcRC15CameraTargetArgl	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
startLevelSound__2MRFPC9LiveActor10JAISoundIDlll	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
startLevelSound__2MRFPC9LiveActorPCclll	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
startPlayerEvent__2MRFPCc	other Game/runtime provider	Game/Util/PlayerUtil.o	1	PC Game source byte-identical, excluded
startSound__2MRFPC9LiveActor10JAISoundIDll	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
startSound__2MRFPC9LiveActorPCcll	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
startSpinHitSound__2MRFPC9LiveActor	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
startStageBGM__2MRFPCcb	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
startStarPointerModeDemoMarioDeath__2MRFPv	other Game/runtime provider	Game/Util/StarPointerUtil.o	1	PC Game source divergent, included
startSubBGM__2MRFPCcb	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
startSubjectiveCamera__2MRFl	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
startSystemLevelSE__2MRF10JAISoundIDll	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
startSystemSE__2MRF10JAISoundIDll	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
startSystemSE__2MRFPCcll	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
stopAnimFrame__2MRFP9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
stopAnimation__12XanimePlayerFPCc	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
stopAnimation__12XanimePlayerFv	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
stopBrk__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
stopBtk__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
stopBtp__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
stopSound__2MRFPC9LiveActor10JAISoundIDUl	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
stopSubBGM__2MRFUl	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
stopSystemSE__2MRF10JAISoundIDUl	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
storeTIMG__10JUTTextureFPC7ResTIMGUc	other Game/runtime provider	JSystem/JUtility/JUTTexture.o	1	PC JSystem/Aurora provider requires API audit
strcasecmp__2MRFPCcPCc	other Game/runtime provider	Game/Util/StringUtil.o	1	PC Game source byte-identical, excluded
strcmp	compiler/MSL runtime	MSL_C/string.o	1	native compiler/runtime mapping
strstr	compiler/MSL runtime	MSL_C/string.o	1	native compiler/runtime mapping
syncJ3DSysFlags__12J3DModelDataCFv	J3D/model/animation	JSystem/J3DGraphAnimator/J3DModelData.o	1	PC JSystem/Aurora provider requires API audit
testCorePadButtonA__2MRFl	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
testCorePadTriggerA__2MRFl	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
testFpViewOutTrigger__2MRFv	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
testFpViewStartTrigger__2MRFv	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
testSubPadButtonC__2MRFl	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
tmpMtxRotXRad__2MRFf	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
tmpMtxRotYDeg__2MRFf	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
tmpMtxRotYRad__2MRFf	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
tmpMtxRotZRad__2MRFf	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
tmpMtxTrans__2MRFRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
tryRumblePadMiddle__2MRFPCvl	effects/audio	Game/Util/ObjUtil.o	1	PC Game source divergent, included
tryRumblePadStrong__2MRFPCvl	effects/audio	Game/Util/ObjUtil.o	1	PC Game source divergent, included
tryRumblePadVeryWeak__2MRFPCvl	effects/audio	Game/Util/ObjUtil.o	1	PC Game source divergent, included
tryRumblePadWeak__2MRFPCvl	effects/audio	Game/Util/ObjUtil.o	1	PC Game source divergent, included
tryRumblePad__2MRFPCvPCcl	effects/audio	Game/Util/ObjUtil.o	1	PC Game source divergent, included
tryStartDemoWithoutCinemaFrame__2MRFP9LiveActorPCc	LiveActor/NameObj/Nerve ABI	Game/Util/DemoUtil.o	1	PC Game source byte-identical, excluded
tryToUpdatePlayerRestartIdInfo__2MRFRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/AreaObjUtil.o	1	PC Game source byte-identical, included
updateAfterMovement__12XanimePlayerFv	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
updateBeforeMovement__12XanimePlayerFv	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
updateHitSensor__9LiveActorFP9HitSensor	HitSensor	Game/AreaObj/CollisionArea.o	1	PC Game source absent
updateHitSensorsAll__2MRFP9LiveActor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
updateModelDiffDL__2MRFP9LiveActor	J3D/model/animation	Game/Util/ModelUtil.o	1	PC Game source absent
updateModelManager__2MRFP9LiveActor	J3D/model/animation	Game/Util/ModelUtil.o	1	PC Game source absent
update__8J3DModelFv	J3D/model/animation	JSystem/J3DGraphAnimator/J3DModel.o	1	PC JSystem/Aurora provider requires API audit
validateHitSensors__2MRFP9LiveActor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
validate__9HitSensorFv	HitSensor	Game/LiveActor/HitSensor.o	1	PC Game source divergent, included
vecBlendSphere__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>PQ29JGeometry8TVec3<f>f	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
vecBlend__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>PQ29JGeometry8TVec3<f>f	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
vecKillElement__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>PQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
vecRotAxis__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>PQ29JGeometry8TVec3<f>f	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
viewCalc__8J3DModelFv	J3D/model/animation	JSystem/J3DGraphAnimator/J3DModel.o	1	PC JSystem/Aurora provider requires API audit
zeroMemory__2MRFPvUl	other Game/runtime provider	Game/Util/MemoryUtil.o	1	PC Game source absent
zero__Q29JGeometry8TVec3<f>Fv	J3D/model/animation	Game/Animation/XanimeCore.o	1	PC Game source absent
zoomInTargetGameCamera__2MRFv	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
zoomOutTargetGameCamera__2MRFv	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
